street_name,long_snode,lat_snode,long_enode,lat_enode,full_geometry,maxspeed_kmh,oneway,highway_type
Cách Mạng Tháng Tám,106.6755908,10.7810495,106.672974,10.7824523,"10.7810495,106.6755908;10.7812241,106.675257;10.7812809,106.6751601;10.7814583,106.6748564;10.7815756,106.6746059;10.7817019,106.6743707;10.7817734,106.6742377;10.7819658,106.6738824;10.7821696,106.6734948;10.7822806,106.6732878;10.7824523,106.672974",,no,primary
Đường cao tốc Trung Lương - Mỹ Thuận,106.3086797,10.4387616,106.3030992,10.4363241,"10.4387616,106.3086797;10.4384189,106.3081462;10.4382629,106.3078958;10.4378314,106.3071647;10.4373903,106.3062569;10.4370363,106.3055038;10.4368614,106.305044;10.4367201,106.3045993;10.4365797,106.3041041;10.4364551,106.3036518;10.4363241,106.3030992",90,yes,motorway
Đường Kênh Tân Hóa,106.6370197,10.7548374,106.6337339,10.7563131,"10.7548374,106.6370197;10.7548947,106.6369981;10.7549686,106.6369759;10.7550404,106.6369328;10.7550952,106.6368743;10.7551445,106.6367845;10.7551682,106.636678;10.7551937,106.6364913;10.7551978,106.6364559;10.755224,106.6362312;10.7552811,106.6357412;10.7552898,106.6356905;10.7553038,106.6356412;10.755347,106.6355485;10.7554108,106.6354654;10.7555382,106.635361;10.7557353,106.6352087;10.7557771,106.6351652;10.755812,106.6351158;10.7558392,106.6350617;10.7558548,106.6350164;10.7558697,106.6349219;10.7558643,106.6347098;10.755861,106.6345765;10.7558812,106.6344924;10.7558995,106.6344509;10.7559228,106.634412;10.7559788,106.6343133;10.7560337,106.6342103;10.7561475,106.6340089;10.7562542,106.6338278;10.7563131,106.6337339",,yes,tertiary
Đường Kênh Tân Hóa,106.63434,10.7588716,106.6383007,10.7757531,"10.7588716,106.63434;10.7589267,106.6343952;10.7592837,106.6347155;10.7593486,106.6347737;10.7595855,106.6349571;10.7597619,106.6350654;10.7600642,106.6352017;10.7603456,106.6352842;10.762639,106.6358189;10.7629588,106.6358543;10.7637884,106.6358272;10.7649249,106.6357811;10.7651094,106.6357764;10.7654665,106.6357826;10.766193,106.6358689;10.7662403,106.6358741;10.766283,106.6358789;10.7664939,106.6358811;10.7667042,106.6358363;10.7668256,106.6358075;10.7673437,106.635696;10.7674747,106.6356722;10.7694069,106.6356184;10.7695069,106.6356309;10.76959,106.6356302;10.7696876,106.6356224;10.7704754,106.6357094;10.7709115,106.6357858;10.7712501,106.635865;10.7714082,106.6359267;10.7715715,106.6360125;10.7716769,106.6360541;10.7717929,106.636093;10.7722599,106.6362157;10.7723106,106.6362203;10.7723992,106.636231;10.7729707,106.6363035;10.7737447,106.6363987;10.7739878,106.6364188;10.7741077,106.636447;10.7741867,106.6364926;10.7743026,106.6366106;10.7743606,106.6366901;10.7744108,106.6367813;10.7744819,106.6369228;10.774711,106.6374477;10.7747789,106.6376031;10.7749047,106.6377868;10.7750088,106.6378847;10.7751059,106.637941;10.7757531,106.6383007",,yes,tertiary
Đường Kênh Tân Hóa,106.6331576,10.7564081,106.6354002,10.7551576,"10.7564081,106.6331576;10.7563201,106.6332418;10.756262,106.6333211;10.7562132,106.6334114;10.7560909,106.6336415;10.7559995,106.6337988;10.7558831,106.633988;10.7557281,106.6342808;10.7556764,106.6343823;10.7556492,106.6344602;10.7556394,106.6345363;10.7556447,106.634682;10.7556505,106.6348421;10.7556501,106.6348964;10.7556404,106.6349381;10.7556127,106.6349742;10.755544,106.6350374;10.7554482,106.6350954;10.7553661,106.6351564;10.7552929,106.6352288;10.7552239,106.6353044;10.7551576,106.6354002",,yes,tertiary
ĐT.10,106.5695149,10.7615377,106.5698651,10.7615002,"10.7615377,106.5695149;10.7614966,106.5695648;10.7614641,106.5696369;10.7614537,106.5697155;10.761466,106.5697938;10.7615002,106.5698651",,yes,primary
Bình Phú,106.6310776,10.7470765,106.6313362,10.7468615,"10.7470765,106.6310776;10.7468615,106.6313362",,yes,tertiary
way_502896860,106.6432053,10.829498,106.6430322,10.8295569,"10.829498,106.6432053;10.8295526,106.6431941;10.829573,106.6431814;10.8295974,106.6431512;10.829602,106.6431042;10.8295894,106.6430674;10.8295569,106.6430322",,yes,tertiary_link
way_502896861,106.6431332,10.8297664,106.6432951,10.8297138,"10.8297664,106.6431332;10.8297232,106.6431465;10.8296955,106.6431726;10.829685,106.6432236;10.8297138,106.6432951",,yes,tertiary_link
way_502896862,106.6404637,10.8234155,106.6406596,10.8233234,"10.8234155,106.6404637;10.8233438,106.6404979;10.8233128,106.6405408;10.8233023,106.6405877;10.8233234,106.6406596",,yes,tertiary_link
way_502896863,106.6405766,10.8231255,106.6403839,10.8231949,"10.8231255,106.6405766;10.8231891,106.6405306;10.8232101,106.6404938;10.8232128,106.6404308;10.8231949,106.6403839",,yes,tertiary_link
way_502896866,106.6437309,10.8312231,106.6439103,10.8311326,"10.8312231,106.6437309;10.8311926,106.643736;10.8311744,106.6437446;10.831128,106.6437668;10.8311092,106.6438196;10.8311326,106.6439103",,yes,tertiary_link
Tân Sơn,106.6441358,10.8321672,106.6455143,10.8354889,"10.8321672,106.6441358;10.8322434,106.6441569;10.8326063,106.6443078;10.8334201,106.6446559;10.8345831,106.6451492;10.8347428,106.6452128;10.8351362,106.6453646;10.8354889,106.6455143",,,tertiary
way_502918101,106.635843,10.7550314,106.6355822,10.7546707,"10.7550314,106.635843;10.7549688,106.6358254;10.7548504,106.6357934;10.7547805,106.6357844;10.7546707,106.6355822",,yes,primary_link
Cầu Thủ Thiêm,106.7165338,10.7892085,106.7167359,10.788806,"10.7892085,106.7165338;10.788806,106.7167359",,yes,secondary
Cầu Thủ Thiêm,106.7169093,10.7889937,106.7166929,10.7893312,"10.7889937,106.7169093;10.7892475,106.7167836;10.7893312,106.7166929",,yes,secondary_link
way_503156448,106.7716768,10.8453335,106.7720146,10.8455427,"10.8453335,106.7716768;10.845449,106.7718449;10.8455427,106.7720146",,yes,trunk_link
Song Hành Võ Nguyên Giáp,106.7689787,10.8401978,106.7671709,10.836999,"10.8401978,106.7689787;10.8401727,106.7689274;10.8370462,106.7671713;10.836999,106.7671709",,yes,secondary
Đường số 16,106.7853599,10.8617882,106.7852179,10.8617162,"10.8617882,106.7853599;10.8617162,106.7852179",,,tertiary
Đường số 16,106.7874156,10.862718,106.7853599,10.8617882,"10.862718,106.7874156;10.8627397,106.7872601;10.8627413,106.7871291;10.8626693,106.7868969;10.8625758,106.7866866;10.8623798,106.7863434;10.8622874,106.7861663;10.8620184,106.7857171;10.8619287,106.7855913;10.861815,106.7854132;10.8617882,106.7853599",,,tertiary
Đường Ấp 3,106.437544,10.6110182,106.4442844,10.6122995,"10.6110182,106.437544;10.6110373,106.4374949;10.6113741,106.4366294;10.6114137,106.4365248;10.6114005,106.4364738;10.6113557,106.4364202;10.6114242,106.4363182;10.6115402,106.4361117;10.6116272,106.435881;10.6117933,106.4354197;10.6121809,106.4355458;10.6124129,106.4355994;10.6128953,106.435653;10.6129691,106.4356638;10.6130008,106.435696;10.6130149,106.4357516;10.6130219,106.4357791;10.6130271,106.4358891;10.6130087,106.4361171;10.6129981,106.4362512;10.612977,106.4364443;10.6129797,106.4366267;10.6129586,106.4369244;10.6129006,106.4372758;10.6128505,106.4375199;10.6127978,106.4376942;10.612745,106.437839;10.612571,106.4382119;10.612484,106.4384613;10.6124752,106.4385119;10.6124603,106.4385981;10.6124445,106.438759;10.6124102,106.4388932;10.6123575,106.4392257;10.6123396,106.4394313;10.6123285,106.4395583;10.6122995,106.4398614;10.6122972,106.4399093;10.6122916,106.440025;10.6122125,106.4406259;10.6121756,106.4408431;10.6121387,106.4410175;10.6121229,106.4412294;10.6121044,106.4416397;10.6121051,106.4416702;10.6121123,106.4419643;10.612144,106.4422218;10.6121839,106.4425081;10.6121941,106.4425812;10.6122151,106.4429594;10.6122415,106.443418;10.6122439,106.443512;10.6122494,106.4437319;10.6122573,106.4441181;10.6122679,106.444212;10.6122995,106.4442844",,,tertiary
Đường Ấp 2,106.4442844,10.6122995,106.4444561,10.6123865,"10.6122995,106.4442844;10.6123865,106.4444561",,,tertiary
Đường Ấp 2,106.4444561,10.6123865,106.448942,10.6123479,"10.6123865,106.4444561;10.6124498,106.4446009;10.6124643,106.4446645;10.612492,106.444786;10.6125473,106.4451454;10.6126053,106.4453519;10.6126686,106.4455879;10.6126844,106.4457677;10.6126844,106.4460922;10.6126528,106.4463336;10.6126132,106.4466045;10.6125737,106.4468861;10.612484,106.4477176;10.6124419,106.4481226;10.612426,106.4482943;10.6124392,106.4485223;10.6124129,106.4486618;10.6123479,106.448942",,,tertiary
Đường D2,106.7886573,10.8272039,106.78886,10.8283439,"10.8272039,106.7886573;10.827274,106.7886443;10.8276971,106.7888326;10.827897,106.7889216;10.8279524,106.788939;10.8280103,106.7889511;10.8280719,106.7889602;10.8281377,106.7889596;10.8281919,106.7889471;10.8282529,106.7889215;10.8283439,106.78886",,yes,tertiary
Đường D2,106.78886,10.8283439,106.7885342,10.8272048,"10.8283439,106.78886;10.8282617,106.7888754;10.8281895,106.7888891;10.8281238,106.7888902;10.8280615,106.7888879;10.8280018,106.7888779;10.8279338,106.7888576;10.8272048,106.7885342",,yes,tertiary
Đường D1,106.8232577,10.8323012,106.8199935,10.8324928,"10.8323012,106.8232577;10.8322496,106.8229812;10.8322161,106.8223214;10.8322417,106.8216091;10.8323166,106.8208636;10.8324432,106.820185;10.8324928,106.8199935",,yes,tertiary
Đường D1,106.8183048,10.8328832,106.8233499,10.8321115,"10.8328832,106.8183048;10.8326421,106.8189915;10.8324617,106.8194729;10.8323235,106.8199577;10.8322786,106.8201461;10.8321911,106.8205644;10.8321337,106.8208905;10.8320968,106.8212244;10.8320678,106.8215677;10.8320502,106.8219029;10.8320411,106.8222703;10.8320573,106.8226111;10.832081,106.8229973;10.8321115,106.8233499",,yes,tertiary
Đường D1,106.8158976,10.8346576,106.8181677,10.8330286,"10.8346576,106.8158976;10.8343321,106.8162516;10.8340215,106.816608;10.8337446,106.8169744;10.8334817,106.8173612;10.8332454,106.8177617;10.8330286,106.8181677",,yes,tertiary
Đường D1,106.8159954,10.8347826,106.8138394,10.8368365,"10.8347826,106.8159954;10.8351257,106.8156387;10.8353245,106.8154386;10.8359214,106.8148164;10.836644,106.8140482;10.8368365,106.8138394",,yes,tertiary
Đường D10,106.7444877,10.8837877,106.7435357,10.8809347,"10.8837877,106.7444877;10.8837255,106.7444411;10.8834662,106.7442933;10.8830342,106.744123;10.8825815,106.7439997;10.8821238,106.7438477;10.8815592,106.7436603;10.881502,106.7436392;10.8814098,106.7436005;10.8812457,106.7435315;10.8812009,106.7435195;10.8811364,106.7435141;10.8810765,106.7435168;10.8810328,106.7435197;10.8809856,106.7435262;10.8809347,106.7435357",,,tertiary
Đường số 1,106.7218547,10.8784792,106.7227626,10.8795134,"10.8784792,106.7218547;10.8786381,106.7220524;10.8788307,106.7223633;10.8790348,106.7226928;10.8791556,106.7228879;10.8792004,106.7229389;10.879261,106.7229576;10.8793255,106.7229295;10.8795134,106.7227626",,,tertiary
Cầu Ngô Chí Quốc,106.7221124,10.8808599,106.7225737,10.880534,"10.8808599,106.7221124;10.880534,106.7225737",,,secondary
Lê Văn Tách,106.7544497,10.8761761,106.7619223,10.8787159,"10.8761761,106.7544497;10.8762266,106.7546305;10.8763499,106.7550716;10.8766718,106.7561082;10.8766829,106.7561464;10.87669,106.7561706;10.8769587,106.7569914;10.8769695,106.7570243;10.8773173,106.7580945;10.8773447,106.7581789;10.8775201,106.7586237;10.8777741,106.7593083;10.8779127,106.7596493;10.878006,106.7599086;10.878084,106.7602074;10.8781328,106.7603501;10.8783182,106.7607532;10.8783778,106.7609261;10.8784094,106.7610179;10.8787159,106.7619223",,,secondary
Cầu vượt Gò Mây,106.6004896,10.8130309,106.6017642,10.8189275,"10.8130309,106.6004896;10.8138727,106.6006736;10.8189275,106.6017642",,yes,trunk
Đường M1,106.6123512,10.8179931,106.6046848,10.8240303,"10.8179931,106.6123512;10.8181034,106.6122901;10.8186396,106.6117462;10.8195171,106.610856;10.8197262,106.6106438;10.820669,106.6093504;10.8215115,106.6081946;10.8224756,106.607051;10.8225358,106.6069708;10.8226801,106.6067457;10.8228322,106.6065128;10.8232027,106.6059457;10.8234131,106.6056236;10.8236137,106.6053166;10.8240303,106.6046848",,yes,tertiary
Đường M1,106.6123512,10.8179931,106.6126237,10.8177784,"10.8179931,106.6123512;10.8178571,106.6125244;10.8177784,106.6126237",,no,tertiary
Hoàng Thế Thiện,106.7244029,10.7726465,106.7242959,10.772595,"10.7726465,106.7244029;10.7726188,106.7243454;10.772595,106.7242959",50,,tertiary
Cầu số 13,106.7252976,10.7731047,106.7244029,10.7726465,"10.7731047,106.7252976;10.7726465,106.7244029",50,,tertiary
Đỗ Mười,106.719908,10.8634933,106.7183543,10.8627078,"10.8634933,106.719908;10.863479,106.7198325;10.8634576,106.7197675;10.8634287,106.7197028;10.8633374,106.7195345;10.8632689,106.7193977;10.863179,106.7192185;10.8629455,106.7187774;10.8627078,106.7183543",,yes,trunk_link
Đinh Thị Thi,106.704315,10.8472635,106.7139424,10.8452166,"10.8472635,106.704315;10.8473325,106.7044735;10.847884,106.705746;10.8479431,106.7059705;10.8480022,106.7062303;10.8480377,106.7064468;10.848051,106.706644;10.8480574,106.7068273;10.8480524,106.7070259;10.8480341,106.7072233;10.8479855,106.7074988;10.8479085,106.7077968;10.8478212,106.7080539;10.8475648,106.7086392;10.8470607,106.7097634;10.8467403,106.710486;10.8459389,106.7123146;10.8452166,106.7139424",,,tertiary
Nguyễn Thị Nhung,106.7059933,10.8435747,106.7163854,10.8402477,"10.8435747,106.7059933;10.8436372,106.7061368;10.8439628,106.7068705;10.8440782,106.7071501;10.8441294,106.7072975;10.8441807,106.7074453;10.8442728,106.7077994;10.8443142,106.7079949;10.8443353,106.7080945;10.8443686,106.7083164;10.844382,106.7084056;10.8444133,106.7085874;10.8444247,106.708746;10.8444297,106.7089076;10.8444185,106.7092584;10.8443969,106.7095397;10.8443544,106.7098435;10.8443308,106.7099932;10.844066,106.7113087;10.8440338,106.7114829;10.8439985,106.7116743;10.8438142,106.7125742;10.8437381,106.712953;10.8436867,106.7132159;10.8436274,106.7135042;10.8435761,106.7137188;10.8435181,106.7139106;10.8434536,106.7140567;10.8433759,106.7141936;10.8432928,106.7143156;10.8431954,106.7144242;10.8431244,106.7144939;10.8429517,106.7146303;10.842816,106.7147192;10.8416402,106.7154373;10.8406111,106.716051;10.8405163,106.7161153;10.8404465,106.7161703;10.8403898,106.7162267;10.8403118,106.7163141;10.8402477,106.7163854",30,yes,tertiary
Nguyễn Thị Nhung,106.7164689,10.840347,106.7059506,10.8436743,"10.840347,106.7164689;10.8404125,106.7163925;10.8404899,106.7163031;10.8405676,106.7162199;10.8406203,106.7161743;10.8406835,106.7161354;10.8417094,106.7155417;10.8425007,106.7150411;10.8428838,106.7148125;10.8430129,106.7147256;10.8432053,106.7145769;10.8432915,106.7144912;10.8434009,106.7143665;10.8434623,106.7142844;10.8435524,106.7141198;10.8436195,106.7139789;10.8436682,106.7138354;10.8437038,106.7136933;10.8437789,106.7133473;10.8441114,106.7117036;10.8441473,106.7115296;10.844189,106.711334;10.8443808,106.7103553;10.8444645,106.7099249;10.8445146,106.7095633;10.8445302,106.7094012;10.8445423,106.7091569;10.8445402,106.7089029;10.8445374,106.7087622;10.8445275,106.7086288;10.8444981,106.7084181;10.8444828,106.7082995;10.8444676,106.7081809;10.8444076,106.707844;10.8443374,106.7075625;10.8442641,106.7073285;10.8441678,106.7070668;10.8440643,106.7068219;10.8437358,106.7060908;10.8436743,106.7059506",30,yes,tertiary
Đường Số 39,106.7638553,10.7831326,106.76917,10.7838095,"10.7831326,106.7638553;10.7831467,106.7640196;10.7831559,106.7641842;10.7831271,106.7646311;10.7831628,106.7648349;10.7832018,106.765019;10.7832126,106.7650681;10.7832423,106.7651888;10.78327,106.7652677;10.7833027,106.7653555;10.7833145,106.765534;10.7833145,106.7657862;10.7833705,106.7665461;10.783463,106.7668504;10.7835137,106.7670407;10.7835625,106.7672408;10.78373,106.7678413;10.7838245,106.7681372;10.7838265,106.7681597;10.7838526,106.7684483;10.7838379,106.7686679;10.7838095,106.76917",,,tertiary
Đường số 42,106.76917,10.7838095,106.7748865,10.7856711,"10.7838095,106.76917;10.7837905,106.7695027;10.7837814,106.7697472;10.7837724,106.7698775;10.7837428,106.7703209;10.7837535,106.7706694;10.7837457,106.7708404;10.7837313,106.7711582;10.7837436,106.7712907;10.7837834,106.7714168;10.7838627,106.7715362;10.7839286,106.7716218;10.7839882,106.7716993;10.7840375,106.7717876;10.7841253,106.7719448;10.7843288,106.7723751;10.784431,106.7725894;10.7846109,106.7729687;10.7849761,106.7735327;10.7850546,106.7736446;10.7853161,106.7741284;10.7855876,106.7747237;10.7856711,106.7748865",,,tertiary
Trần Não,106.7280614,10.7788117,106.7281711,10.7794663,"10.7788117,106.7280614;10.7794663,106.7281711",50,,tertiary
Trần Não,106.7281711,10.7794663,106.7292413,10.7844053,"10.7794663,106.7281711;10.7796304,106.7282048;10.7798733,106.7282973;10.7801648,106.7284129;10.7809213,106.7285512;10.7812035,106.7286028;10.7813343,106.7286232;10.7814348,106.7286619;10.7815983,106.7287352;10.7819109,106.7288448;10.7823366,106.7289711;10.7825476,106.7290533;10.7832946,106.7291935;10.7836448,106.7292387;10.7842206,106.7293459;10.7842625,106.7293413;10.7842968,106.7293256;10.7844053,106.7292413",50,,tertiary
Nguyễn Thiện Thành,106.7106473,10.7697622,106.7141291,10.7655598,"10.7697622,106.7106473;10.7696718,106.7106799;10.7695984,106.7107067;10.7694001,106.710779;10.7691692,106.7108892;10.7689362,106.7110091;10.7685752,106.7112011;10.7684576,106.7112693;10.7681735,106.7114497;10.7678802,106.7116359;10.7672608,106.7121215;10.7667737,106.7125724;10.7665369,106.7128148;10.7663212,106.7130571;10.7661006,106.7133188;10.765901,106.7135913;10.7657525,106.7138152;10.7655598,106.7141291",50,,tertiary
Đường Số 23,106.6253239,10.7390535,106.6253723,10.7424359,"10.7390535,106.6253239;10.7391714,106.6253116;10.7392647,106.625295;10.7398792,106.6253028;10.7399846,106.6253047;10.7407353,106.6253183;10.7411363,106.6253244;10.741426,106.6253288;10.7418995,106.6253392;10.7424359,106.6253723",,,tertiary
An Tư Công Chúa,106.7343768,10.7815525,106.7334715,10.7839932,"10.7815525,106.7343768;10.7818589,106.734345;10.7822495,106.7343503;10.782505,106.7343155;10.7826763,106.7342645;10.7829714,106.7341089;10.7830154,106.7340845;10.7831163,106.7340285;10.7832488,106.7339497;10.7833925,106.7338266;10.7836011,106.7336797;10.7838082,106.7335625;10.7839932,106.7334715",50,,tertiary
way_505809383,106.7492163,10.7866915,106.7503727,10.7866015,"10.7866915,106.7492163;10.7867603,106.7494833;10.7867814,106.7496416;10.7867735,106.7498133;10.786754,106.749922;10.7867285,106.7500294;10.7866971,106.7501351;10.7866531,106.7502555;10.7866015,106.7503727",,yes,primary_link
Trần Quý Kiên,106.7470991,10.7772401,106.7463281,10.7775583,"10.7772401,106.7470991;10.7772685,106.7470431;10.7773056,106.7469649;10.777355,106.7468349;10.7774005,106.7467025;10.7774366,106.7465946;10.7774749,106.7464951;10.7775166,106.7464078;10.7775583,106.7463281",60,yes,tertiary
way_505958218,106.6413888,10.8251104,106.6412146,10.8252033,"10.8251104,106.6413888;10.8252082,106.641362;10.8252309,106.6413213;10.8252309,106.6412678;10.8252033,106.6412146",,yes,tertiary_link
way_505958219,106.6410741,10.8248655,106.6412646,10.8248067,"10.8248655,106.6410741;10.8248058,106.6410829;10.8247618,106.6411127;10.8247474,106.6411689;10.8248067,106.6412646",,yes,tertiary_link
way_505958220,106.6419463,10.8264885,106.6418063,10.8265959,"10.8264885,106.6419463;10.8265602,106.6419549;10.8265886,106.6419462;10.8266166,106.6419168;10.8266179,106.6418647;10.8265959,106.6418063",,yes,tertiary_link
way_505958221,106.6419081,10.8268228,106.642055,10.8267434,"10.8268228,106.6419081;10.826765,106.6419232;10.826735,106.6419375;10.8267208,106.6419662;10.8267186,106.6420153;10.8267434,106.642055",,yes,tertiary_link
way_505958222,106.6425038,10.8278018,106.6423464,10.8278615,"10.8278018,106.6425038;10.8278672,106.6424833;10.8278942,106.6424474;10.827894,106.6424019;10.8278615,106.6423464",,yes,tertiary_link
way_505958223,106.6424364,10.8280815,106.6425929,10.8280171,"10.8280815,106.6424364;10.8280327,106.6424536;10.8279898,106.6424961;10.8279884,106.642549;10.8280171,106.6425929",,yes,tertiary_link
Vườn Lài Nối Dài,106.6889499,10.8652597,106.6915485,10.8615997,"10.8652597,106.6889499;10.8651644,106.6890376;10.8649194,106.689263;10.8648562,106.6893212;10.8647493,106.6894196;10.8646427,106.6895026;10.8644251,106.6896683;10.8643464,106.6897334;10.8641674,106.6898777;10.8639483,106.690056;10.8638892,106.6901018;10.8636778,106.6902722;10.8634795,106.6904084;10.8629254,106.6907522;10.8626866,106.6909004;10.8620501,106.6912953;10.8619214,106.6913757;10.8617347,106.6914839;10.861655,106.6915214;10.8615997,106.6915485",,,tertiary
Thạnh Lộc 27,106.6888905,10.8653051,106.6889499,10.8652597,"10.8653051,106.6888905;10.8652597,106.6889499",,,tertiary
Cầu Tư Diện,106.6875831,10.8661465,106.6876443,10.86609,"10.8661465,106.6875831;10.86609,106.6876443",,,tertiary
way_508078662,106.6192561,10.8012282,106.6194274,10.8013309,"10.8012282,106.6192561;10.8012287,106.619299;10.8012402,106.6193402;10.801262,106.6193769;10.8012931,106.6194069;10.8013309,106.6194274",,yes,tertiary
Đường D2,106.6192561,10.8012282,106.6194286,10.7996142,"10.8012282,106.6192561;10.8011018,106.6192698;10.7996142,106.6194286",,yes,tertiary
Đường D2,106.61936,10.8015215,106.6189762,10.8039061,"10.8015215,106.61936;10.8015924,106.6193485;10.8039061,106.6189762",,yes,tertiary
Tân Thắng,106.6191139,10.8013861,106.6124405,10.7989566,"10.8013861,106.6191139;10.8013651,106.6190061;10.801336,106.6188971;10.8013152,106.6188194;10.8012616,106.6186582;10.801251,106.6186262;10.8011668,106.6184393;10.801069,106.6182683;10.8009923,106.6181522;10.8009665,106.6181132;10.8005457,106.6176005;10.8005036,106.6175474;10.8004612,106.6174814;10.800435,106.617412;10.8004109,106.6173134;10.800402,106.6172766;10.8003041,106.6168756;10.8002959,106.6168421;10.8002175,106.6165212;10.8001356,106.6161857;10.8000569,106.6158636;10.800042,106.6158026;10.7999872,106.6155781;10.7999401,106.6153854;10.7998745,106.6151167;10.7998531,106.615029;10.7998011,106.6148297;10.7997499,106.6146339;10.7997333,106.6145746;10.7996401,106.6142401;10.7995506,106.6139191;10.7995269,106.6138339;10.7993994,106.6134601;10.7993528,106.613351;10.7991835,106.612943;10.7989566,106.6124405",,yes,tertiary
Đường Nguyễn Cửu Đàm,106.6275233,10.8004472,106.6316519,10.7983847,"10.8004472,106.6275233;10.8000246,106.628365;10.7996528,106.6291115;10.7994704,106.6294776;10.7993102,106.6297993;10.798992,106.6304151;10.7987789,106.6308491;10.7987395,106.6309294;10.7985924,106.6312323;10.7984597,106.6315004;10.798429,106.6315624;10.7983847,106.6316519",,yes,tertiary
Đường Kênh Tân Hóa,106.640464,10.7843651,106.640231,10.7849182,"10.7843651,106.640464;10.7844619,106.640423;10.7847776,106.6402893;10.7848293,106.6402679;10.7849182,106.640231",,,tertiary
Tỉnh lộ 10,106.5699817,10.7617005,106.5702525,10.7617734,"10.7617005,106.5699817;10.7617396,106.5700575;10.7617731,106.5701457;10.7617734,106.5702525",,yes,primary
Lãnh Binh Thăng,106.6567534,10.7621436,106.6545185,10.7624131,"10.7621436,106.6567534;10.7621691,106.6565163;10.7622122,106.6561748;10.7622316,106.6560211;10.7622614,106.6557847;10.7622672,106.6557388;10.7622711,106.6557082;10.7622758,106.6556704;10.7623124,106.6553807;10.7623368,106.6551878;10.7623741,106.6548924;10.7624073,106.6546391;10.7624131,106.6545185",,yes,secondary
Trần Văn Giàu,106.5713225,10.7589904,106.571694,10.7584422,"10.7589904,106.5713225;10.7585212,106.5716372;10.7584422,106.571694",,yes,secondary
Trần Văn Giàu,106.5714255,10.7590856,106.5710252,10.7597074,"10.7590856,106.5714255;10.7591396,106.5713906;10.759667,106.5710565;10.7597074,106.5710252",,yes,secondary
Trần Văn Giàu,106.5717771,10.7585449,106.5714255,10.7590856,"10.7585449,106.5717771;10.7586003,106.5717391;10.7590856,106.5714255",,yes,secondary
Võ Văn Bích,106.6199795,10.9429876,106.6201642,10.9432002,"10.9429876,106.6199795;10.9432002,106.6201642",,,tertiary
Võ Văn Bích,106.6256021,10.9495274,106.6400472,10.9661678,"10.9495274,106.6256021;10.9501191,106.6261178;10.9503971,106.6263562;10.9508714,106.626763;10.9510105,106.6268836;10.9515622,106.6273618;10.95266,106.6283322;10.9527189,106.628381;10.95289,106.6285229;10.9532703,106.6288383;10.9538188,106.6292949;10.9540915,106.6295422;10.954438,106.6298445;10.9545379,106.6299317;10.9548802,106.6302377;10.9550795,106.630403;10.9555959,106.6308493;10.955661,106.6309028;10.9556875,106.6309233;10.9557676,106.6309852;10.9558695,106.631064;10.9560559,106.6312263;10.9562166,106.6313662;10.9565264,106.6316359;10.9566096,106.6317084;10.9566596,106.6317519;10.9571023,106.6321373;10.9573872,106.6323853;10.9576125,106.6325815;10.9576326,106.632599;10.9578713,106.6328094;10.9581477,106.633053;10.9584924,106.6333569;10.9586049,106.6334532;10.9589186,106.6336973;10.9593687,106.6341069;10.9594999,106.6342192;10.9596717,106.634373;10.9597315,106.6344266;10.9600982,106.634755;10.9604923,106.6350896;10.9606323,106.6352301;10.9610646,106.6356026;10.9615725,106.6360348;10.9618426,106.6362646;10.9624789,106.636806;10.9626484,106.6369564;10.9628533,106.6371383;10.9639439,106.6381062;10.9639578,106.6381185;10.9641486,106.6382548;10.964448,106.6385225;10.9646902,106.6387268;10.9652046,106.6391764;10.9657133,106.6396173;10.9661678,106.6400472",,,tertiary
Cầu Tân Hóa,106.6340517,10.7590294,106.6342324,10.7588288,"10.7590294,106.6340517;10.7588288,106.6342324",,yes,secondary
Tân Hóa,106.6342324,10.7588288,106.6353092,10.7577243,"10.7588288,106.6342324;10.7587977,106.6342625;10.7586994,106.6343572;10.7586277,106.6344264;10.7585518,106.6344997;10.7583606,106.6347001;10.7581733,106.6348789;10.757995,106.6350541;10.7578328,106.6352069;10.7577243,106.6353092",,yes,secondary
Tân Hóa,106.6373436,10.7554523,106.6373452,10.7548489,"10.7554523,106.6373436;10.755367,106.6373594;10.7552532,106.6373954;10.7550202,106.6374474;10.754937,106.6374424;10.754894,106.6374224;10.7548489,106.6373452",,yes,secondary
Đường Hồng Bàng,106.6383601,10.7547747,106.6376287,10.7548327,"10.7547747,106.6383601;10.7547971,106.6382876;10.754833,106.6381716;10.7548327,106.6376287",,yes,tertiary
Cầu Ông Buông 1,106.6373436,10.7554523,106.6374108,10.755359,"10.7554523,106.6373436;10.755359,106.6374108",,yes,primary_link
Cầu Ông Buông 1,106.6374108,10.755359,106.6372645,10.7547663,"10.755359,106.6374108;10.7552804,106.637438;10.7551736,106.6374648;10.7550388,106.6374881;10.7549182,106.6374996;10.7548432,106.6374622;10.7547995,106.6373985;10.7547663,106.6372645",,yes,primary_link
Tên Lửa,106.6132411,10.7441808,106.6147683,10.7384444,"10.7441808,106.6132411;10.7440458,106.6132048;10.7438448,106.6132774;10.7430969,106.6135391;10.7430269,106.6135636;10.74206,106.6139781;10.7412149,106.6142797;10.74074,106.6144364;10.7404474,106.6144927;10.7402181,106.6145369;10.7400326,106.6145577;10.7393432,106.6146577;10.7389519,106.6147145;10.7385036,106.6147545;10.7384444,106.6147683",,yes,secondary
