street_name,long_snode,lat_snode,long_enode,lat_enode,full_geometry,maxspeed_kmh,oneway,highway_type
Đường Kinh Dương Vương,106.6239553,10.7456484,106.6267335,10.7479259,"10.7456484,106.6239553;10.7465872,106.6250771;10.7467208,106.6252357;10.7470616,106.6256402;10.7471406,106.6257396;10.7474494,106.6261261;10.7475675,106.6262707;10.7476594,106.6263811;10.7477626,106.6265184;10.7478923,106.6266854;10.7479259,106.6267335",,yes,primary
Đường Nguyễn Văn Luông,106.6349442,10.7460669,106.6335478,10.7410291,"10.7460669,106.6349442;10.7458474,106.634939;10.7454018,106.6348826;10.744905,106.6348255;10.7448323,106.6348228;10.744006,106.6347388;10.7438381,106.6347289;10.7431286,106.6346477;10.7428937,106.6346136;10.7426825,106.6345412;10.7425044,106.6344232;10.7422293,106.6342439;10.7420685,106.6341236;10.7419839,106.6340654;10.7419182,106.6340073;10.7418812,106.6339772;10.7418711,106.633969;10.7415908,106.6337393;10.7414211,106.6336413;10.7412972,106.6335992;10.7411458,106.6335666;10.7410291,106.6335478",,yes,secondary
Đường Nguyễn Văn Luông,106.6338304,10.7359156,106.6338993,10.7345338,"10.7359156,106.6338304;10.7353986,106.6338608;10.7352774,106.6338685;10.7349564,106.6338818;10.7345338,106.6338993",,,secondary
way_509172784,106.6365364,10.7548552,106.6357844,10.7547805,"10.7548552,106.6365364;10.7548504,106.6364244;10.7548419,106.6363351;10.7547945,106.635839;10.7547805,106.6357844",,yes,primary_link
Đường Hồng Bàng,106.6357607,10.7547226,106.6348653,10.7543143,"10.7547226,106.6357607;10.7546707,106.6355822;10.7546115,106.6354153;10.7545373,106.6352542;10.7543143,106.6348653",,yes,primary
Đường Hồng Bàng,106.6431745,10.7541043,106.6455719,10.7539039,"10.7541043,106.6431745;10.75409,106.6432912;10.7540227,106.6439332;10.7539583,106.6445479;10.7539017,106.6451525;10.7538879,106.6452755;10.7538678,106.6454892;10.7539039,106.6455719",,yes,primary
Lê Tấn Bê,106.6049311,10.725513,106.6046099,10.722622,"10.725513,106.6049311;10.7251761,106.6049371;10.7246057,106.6047235;10.7244055,106.6046762;10.7241584,106.60464;10.7237944,106.6046086;10.7234844,106.6046486;10.7232373,106.6046624;10.7230365,106.6046582;10.722622,106.6046099",,,tertiary
Bến Lội,106.5869509,10.7741011,106.5861042,10.7717706,"10.7741011,106.5869509;10.7740711,106.5869567;10.774026,106.5869455;10.7738769,106.5868914;10.7736637,106.5868141;10.7735248,106.5867578;10.7732961,106.5866652;10.7732259,106.586636;10.7730289,106.586554;10.7729931,106.5865391;10.7726854,106.5864725;10.7725048,106.5863965;10.7717706,106.5861042",,,tertiary
Đường Liên ấp,106.5855802,10.7753752,106.5858085,10.7750765,"10.7753752,106.5855802;10.7750765,106.5858085",,,tertiary
way_510172057,106.6274299,10.3386798,106.6114754,10.3416422,"10.3386798,106.6274299;10.3383241,106.6274109;10.3379406,106.6273904;10.3376679,106.6273785;10.3372135,106.6273394;10.3372151,106.6272697;10.3372217,106.6271637;10.3372458,106.626469;10.3372656,106.6258993;10.3372828,106.6254055;10.3372924,106.6251283;10.3372978,106.6249735;10.3372994,106.6249267;10.3372997,106.624872;10.3373048,106.6236112;10.3373258,106.6233751;10.3373365,106.623311;10.3373781,106.623061;10.3373843,106.6230241;10.3374658,106.622535;10.3374926,106.6223788;10.3375079,106.6222821;10.337523,106.622179;10.3375528,106.621802;10.3375955,106.6216238;10.3376939,106.6213339;10.3377327,106.6212215;10.3377657,106.6211477;10.3377987,106.6210887;10.3378879,106.6209906;10.3379874,106.6208754;10.3380185,106.6208217;10.3380573,106.6207239;10.3380964,106.6205923;10.3381338,106.6204356;10.3381496,106.620339;10.3381412,106.6202557;10.3381267,106.6201766;10.3380639,106.6199796;10.3380146,106.6198413;10.3379618,106.6197179;10.3379597,106.6196537;10.3379645,106.6195731;10.3379816,106.6194457;10.3380265,106.6192297;10.3380362,106.6191856;10.3382486,106.6182603;10.3383357,106.6178955;10.338485,106.6172632;10.338622,106.6167677;10.33867,106.616585;10.3387851,106.6161465;10.3388621,106.6158651;10.3389315,106.6156678;10.3389623,106.6156438;10.3389987,106.6156342;10.339308,106.6157041;10.3393365,106.6156972;10.3393562,106.6156834;10.3393708,106.6156637;10.3395088,106.6154168;10.3395943,106.61533;10.3396563,106.6152669;10.3398234,106.6150857;10.339878,106.6150054;10.339907,106.6149384;10.3399523,106.6148333;10.3399987,106.614756;10.3400451,106.61469;10.3400778,106.6146581;10.3401118,106.614635;10.3403753,106.6145293;10.3405535,106.6144529;10.3405759,106.6144388;10.340597,106.61442;10.3406099,106.6144026;10.3406255,106.6143797;10.3406643,106.614298;10.3407039,106.6141941;10.3407659,106.614005;10.3409042,106.6135977;10.3410209,106.6132753;10.3410934,106.6130633;10.3412145,106.6127295;10.3412722,106.6125703;10.3413078,106.6124711;10.341454,106.6120303;10.3414758,106.6119647;10.3416422,106.6114754",,,tertiary
ĐH.11,106.6606342,10.3340865,106.6459499,10.3257224,"10.3340865,106.6606342;10.3339335,106.6602152;10.3337407,106.6597508;10.3336231,106.6594695;10.3335125,106.6592049;10.3333565,106.6588466;10.3332517,106.6586314;10.3330351,106.6581128;10.3330142,106.6580627;10.3326317,106.6571589;10.3324576,106.6567519;10.3322519,106.6562675;10.3322241,106.6562021;10.3318988,106.6554359;10.3317318,106.6550426;10.3315879,106.6548341;10.331393,106.6545516;10.3311648,106.6542209;10.3310307,106.6540265;10.3307207,106.6535566;10.3306078,106.6533828;10.3304339,106.6531153;10.330364,106.6530077;10.3299392,106.652354;10.3297782,106.6521063;10.3296677,106.6519362;10.3294888,106.6516609;10.3294309,106.6515718;10.3293469,106.6514442;10.3293086,106.651386;10.3290287,106.6509607;10.3289975,106.6509133;10.3289819,106.6508896;10.3288146,106.6506354;10.3284339,106.650057;10.3283667,106.649955;10.3283395,106.6499136;10.3282174,106.6497281;10.3281305,106.6495961;10.3278621,106.6491884;10.3276372,106.6488468;10.3275197,106.6486684;10.3274676,106.6485892;10.3274463,106.6485583;10.3272586,106.6482862;10.3272167,106.6482255;10.3269067,106.6477762;10.3266017,106.6473322;10.3265747,106.647295;10.3265298,106.6472146;10.3264509,106.6470932;10.3264322,106.6470644;10.3263214,106.6469142;10.3262633,106.646827;10.3260179,106.6464454;10.3259247,106.6462892;10.3257396,106.6459788;10.3257224,106.6459499",,,tertiary
Lê Tấn Bê,106.6055703,10.7190922,106.6041445,10.7111991,"10.7190922,106.6055703;10.7187009,106.6056639;10.7181558,106.6057814;10.7179008,106.6058184;10.717603,106.6058551;10.7174144,106.6058439;10.717088,106.6057881;10.7168053,106.6057295;10.7164589,106.6055184;10.7160283,106.605253;10.7153616,106.6049326;10.7150507,106.6048314;10.7148782,106.6047695;10.7144856,106.6048034;10.7140858,106.6048657;10.713844,106.6049185;10.7133385,106.6049172;10.7130487,106.6049314;10.7128798,106.6049527;10.7124629,106.6051116;10.7121626,106.6052044;10.7119632,106.6052695;10.7116849,106.6053622;10.7115921,106.6053227;10.711357,106.6045945;10.7112673,106.6043852;10.7111991,106.6041445",,,tertiary
Lê Đình Cẩn,106.5992891,10.7595723,106.6065971,10.7579674,"10.7595723,106.5992891;10.7595752,106.5993046;10.7596389,106.5998717;10.7596508,106.6000829;10.7596601,106.6002158;10.7596726,106.6004554;10.7596363,106.6006253;10.7595617,106.6007309;10.7594986,106.6008055;10.7594413,106.6009201;10.7594123,106.6010968;10.7594083,106.6012084;10.7593951,106.6014052;10.7593933,106.6014221;10.759386,106.6014893;10.7593824,106.6015225;10.7593748,106.6015928;10.7593565,106.6017615;10.759256,106.6020323;10.7592041,106.6021854;10.7591081,106.6024426;10.7590628,106.6025641;10.7590466,106.6026037;10.758963,106.602788;10.7589257,106.6028689;10.758912,106.6029022;10.7588238,106.603117;10.7586915,106.6034393;10.7586246,106.6035723;10.7585354,106.6037792;10.7585058,106.6038676;10.7584946,106.6039122;10.7584855,106.6040135;10.7584715,106.6041681;10.7584441,106.6044111;10.7584291,106.6045613;10.7583767,106.6048595;10.7583581,106.6049762;10.7582347,106.605685;10.758116,106.6063663;10.7580517,106.6064714;10.7580203,106.6065226;10.7579674,106.6065971",,,tertiary
Đường Lê Đình Cẩn,106.5952411,10.7598307,106.5954128,10.7598264,"10.7598307,106.5952411;10.7598264,106.5954128",,,tertiary
Trương Công Định,107.0917105,10.3688868,107.0900499,10.3654638,"10.3688868,107.0917105;10.368734,107.0916376;10.3682465,107.0914123;10.3676226,107.0911239;10.3673276,107.0909858;10.3670936,107.0908668;10.3669991,107.0908188;10.3666295,107.0906336;10.366488,107.0905747;10.366319,107.0904875;10.365938,107.0902851;10.3658703,107.0902587;10.3654638,107.0900499",,,tertiary
Nguyễn An Ninh,107.0766993,10.3702956,107.0833392,10.3686546,"10.3702956,107.0766993;10.3701932,107.0776342;10.3701869,107.0776918;10.3701727,107.0781299;10.3701607,107.0784992;10.370129,107.0794763;10.3701147,107.0801295;10.3701101,107.0801577;10.3700949,107.0802231;10.3700782,107.0803904;10.3700559,107.0804925;10.3700472,107.0805265;10.3700335,107.0805804;10.3699499,107.0808213;10.3699307,107.0808649;10.3698746,107.081;10.3697128,107.0813317;10.3695892,107.0815723;10.3695511,107.0816464;10.3693386,107.0821089;10.3692914,107.0822012;10.3692403,107.0823012;10.3689054,107.082902;10.3686546,107.0833392",,,primary
Phạm Hồng Thái,107.0761194,10.3661198,107.0833392,10.3686546,"10.3661198,107.0761194;10.3660244,107.0768773;10.3659889,107.07716;10.3659447,107.0775113;10.3659408,107.0776102;10.3659408,107.0776892;10.3659525,107.0777841;10.3659875,107.0778909;10.3660303,107.0779898;10.3662437,107.0784237;10.3664618,107.0788671;10.3665048,107.0789546;10.3667957,107.0796103;10.3668159,107.0796558;10.3668429,107.0797166;10.36687,107.0797777;10.3669772,107.0800192;10.3672007,107.0804689;10.3672882,107.0806385;10.3673902,107.0808416;10.3676002,107.0812598;10.367812,107.0816947;10.3679152,107.0818781;10.368309,107.0826466;10.3683235,107.0826749;10.3685744,107.083175;10.3686546,107.0833392",,,secondary
Thi Sách,107.0936035,10.3494327,107.1000629,10.3500862,"10.3494327,107.0936035;10.3495279,107.0937989;10.3497167,107.0941953;10.3498189,107.0944374;10.3498828,107.0945941;10.3499137,107.0947213;10.3499329,107.094812;10.3499672,107.0949609;10.3501408,107.0957145;10.3502228,107.096074;10.3503502,107.0966102;10.3503552,107.0966337;10.3505274,107.0973414;10.3506704,107.0979209;10.350765,107.0983646;10.3507879,107.0985492;10.3507795,107.0986872;10.3507584,107.0988202;10.3507386,107.098887;10.3507235,107.0989378;10.3506813,107.099034;10.3500862,107.1000629",,,tertiary
Hẻm 402 Hậu Giang,106.6385654,10.7511226,106.6395494,10.7493236,"10.7511226,106.6385654;10.7509105,106.638662;10.7508151,106.6387061;10.7507965,106.6387154;10.750714,106.6387682;10.7505936,106.6388454;10.7505778,106.6388595;10.7504412,106.6389746;10.7503615,106.6390362;10.7503127,106.6390739;10.7502943,106.6390881;10.7502278,106.6391293;10.7501268,106.6391919;10.7498278,106.639344;10.7495186,106.6394768;10.7493236,106.6395494",,yes,tertiary
Hẻm 995 Hồng Bàng,106.6365652,10.754349,106.6383907,10.7515904,"10.754349,106.6365652;10.7541765,106.6366095;10.7539362,106.6366979;10.7537788,106.6367828;10.7536407,106.6368755;10.7534324,106.6370745;10.7532555,106.6372443;10.752803,106.6376794;10.7527784,106.6377017;10.7526203,106.6378559;10.7524681,106.6380035;10.7523325,106.6381367;10.7522141,106.6382364;10.7521308,106.6382856;10.7519883,106.6382982;10.7518937,106.6383148;10.7517236,106.6383619;10.7515904,106.6383907",,yes,tertiary
Hẻm 357 Hậu Giang,106.6396215,10.7490368,106.6392538,10.745146,"10.7490368,106.6396215;10.748756,106.6396954;10.7484763,106.6397464;10.7481609,106.6397635;10.748022,106.6397645;10.7479389,106.6397651;10.7477975,106.639766;10.7476621,106.6397688;10.7473201,106.6397543;10.7467174,106.6398313;10.7462668,106.6398753;10.7460726,106.6398683;10.7460676,106.6398615;10.7459046,106.6398398;10.74574,106.6397804;10.745568,106.639685;10.745449,106.6395745;10.7453405,106.6394738;10.745146,106.6392538",,yes,tertiary
Lò Gốm,106.6387891,10.7447297,106.6376446,10.7438534,"10.7447297,106.6387891;10.7443813,106.63837;10.744281,106.6382492;10.7440775,106.6379614;10.7438534,106.6376446",,yes,tertiary
Lê Văn Tao,106.4098292,10.5446247,106.4044942,10.5398511,"10.5446247,106.4098292;10.5443937,106.4095696;10.5440818,106.4092976;10.5438858,106.4090931;10.5436899,106.4088885;10.5429166,106.4080815;10.5416527,106.4067506;10.5415175,106.4066983;10.5406984,106.4059919;10.5405011,106.4058218;10.5400546,106.4054834;10.5399376,106.4053947;10.5397774,106.4052206;10.5396946,106.4050014;10.5397222,106.4047711;10.5398511,106.4044942",,,tertiary
Nguyễn Thanh Cần,106.402347,10.5435604,106.4071481,10.5449157,"10.5435604,106.402347;10.5437442,106.4026103;10.5439308,106.4036633;10.5441112,106.4046818;10.5443447,106.4053975;10.5447651,106.4066863;10.5449157,106.4071481",,,tertiary
way_511509044,106.4091935,10.5393181,106.4091935,10.5393181,"10.5393181,106.4091935;10.5393513,106.4091781;10.5393786,106.4091537;10.5393979,106.4091223;10.5394076,106.4090857;10.5394063,106.4090478;10.5393942,106.4090121;10.5393722,106.4089815;10.5393424,106.4089588;10.5393054,106.4089457;10.5392662,106.4089449;10.5392287,106.4089563;10.5391966,106.408979;10.5391728,106.4090107;10.5391603,106.4090458;10.5391584,106.4090831;10.5391671,106.4091194;10.5391859,106.4091515;10.539213,106.4091768;10.5392461,106.4091929;10.5392821,106.4091986;10.5393181,106.4091935",,yes,tertiary
Võ Văn Tần,106.4090107,10.5391728,106.4085434,10.5373475,"10.5391728,106.4090107;10.538876,106.4088921;10.5382821,106.4086862;10.5381555,106.4086678;10.5377695,106.4086172;10.5373475,106.4085434",,,tertiary
Nguyễn Trung Trực,106.4091929,10.5392461,106.4113055,10.5383729,"10.5392461,106.4091929;10.5388637,106.4101756;10.5387996,106.4103231;10.5383729,106.4113055",,,tertiary
Trần Hưng Đạo,106.4134439,10.5407673,106.412456,10.5396617,"10.5407673,106.4134439;10.540057,106.412872;10.5396617,106.412456",,,tertiary
Nguyễn Văn Tạo,106.397185,10.5434315,106.4007801,10.5359967,"10.5434315,106.397185;10.5421895,106.3971954;10.5417926,106.3971968;10.5414712,106.3972342;10.5408652,106.3980467;10.5399295,106.3985177;10.5387919,106.3990904;10.53781,106.3995847;10.5374697,106.3997561;10.5372473,106.399868;10.5359967,106.4007801",,,tertiary
Lưu Văn Tế,106.3972342,10.5414712,106.3948585,10.5342855,"10.5414712,106.3972342;10.5413669,106.3971226;10.5413036,106.3967417;10.5408184,106.3964949;10.5403649,106.3964252;10.5399535,106.3964574;10.5390601,106.3967033;10.5382649,106.3969221;10.5352129,106.3978219;10.5349046,106.3966714;10.5347398,106.3960976;10.5343948,106.3948963;10.5342855,106.3948585",,,tertiary
Nguyễn Cửu Vân,106.4106109,10.5337152,106.3950631,10.5041224,"10.5337152,106.4106109;10.5335378,106.4106036;10.5327232,106.4102134;10.5315479,106.4092645;10.5304161,106.4080999;10.5300595,106.4077329;10.5297806,106.4074239;10.5287484,106.4063735;10.5280876,106.4056671;10.5275858,106.4051728;10.5274374,106.4050668;10.5271375,106.4048524;10.5265274,106.4045954;10.5248115,106.4038724;10.5224306,106.4028694;10.5214024,106.4024362;10.5208256,106.4021972;10.5198313,106.4017743;10.5192978,106.4015495;10.5152516,106.3998232;10.5106073,106.3978418;10.5071236,106.3967394;10.5070713,106.3967128;10.5059053,106.3963538;10.5050613,106.3962251;10.5039642,106.3957315;10.5041224,106.3950631",,,tertiary
Đường Số 02,106.4927299,10.6395298,106.4959934,10.6396583,"10.6395298,106.4927299;10.6394394,106.4928222;10.6394536,106.4930894;10.6395346,106.4940414;10.6396583,106.4959934",,yes,tertiary
Đường Số 02,106.495968,10.6398909,106.4927299,10.6395298,"10.6398909,106.495968;10.6397765,106.4945222;10.6397392,106.4940216;10.6396687,106.493077;10.6396448,106.4928013;10.6395298,106.4927299",,yes,tertiary
Đường Số 03,106.4922541,10.6419952,106.4959916,10.6427859,"10.6419952,106.4922541;10.6420214,106.492375;10.6421435,106.4928862;10.6422199,106.4932063;10.642365,106.4938139;10.6426809,106.4950019;10.6426916,106.4950468;10.6427283,106.4952004;10.6427419,106.4954484;10.6427859,106.4959916",,,tertiary
Đường Số 9,106.4961065,10.6428041,106.4983532,10.6437573,"10.6428041,106.4961065;10.6428386,106.4962432;10.6429238,106.4967091;10.6430273,106.4971129;10.6431139,106.4973733;10.6432794,106.4976257;10.6433479,106.4977332;10.6436726,106.4982473;10.6437573,106.4983532",,,tertiary
Đường số 3,106.4998386,10.6401833,106.4977332,10.6433479,"10.6401833,106.4998386;10.6415283,106.4989401;10.642404,106.4983541;10.6431419,106.4978704;10.6433479,106.4977332",,yes,tertiary
way_511509110,106.5009214,10.6333422,106.5001531,10.6362124,"10.6333422,106.5009214;10.6352212,106.5004184;10.6362124,106.5001531",,yes,tertiary
way_511509122,106.4960502,10.641929,106.4961712,10.6419309,"10.641929,106.4960502;10.6419309,106.4961712",,,tertiary_link
Đường số 1,106.496491,10.6379353,106.4963399,10.6394987,"10.6379353,106.496491;10.6389317,106.4963949;10.6394987,106.4963399",,yes,tertiary
way_511509134,106.4962812,10.6391762,106.4963691,10.6379317,"10.6391762,106.4962812;10.6379317,106.4963691",,yes,tertiary
Vòng xoay An Thạnh,106.4641237,10.6605937,106.4641237,10.6605937,"10.6605937,106.4641237;10.6606279,106.4641287;10.6607081,106.4641297;10.660787,106.4641157;10.6608622,106.4640873;10.6609309,106.4640455;10.660991,106.4639915;10.6610404,106.4639273;10.6610742,106.4638627;10.6610972,106.4637933;10.6611087,106.463721;10.6611083,106.4636477;10.661102,106.4636023;10.6610912,106.4635577;10.6610627,106.4634855;10.6610223,106.4634195;10.6609712,106.4633617;10.660911,106.4633138;10.6608435,106.4632773;10.6607708,106.4632534;10.6606871,106.4632424;10.660603,106.4632479;10.6605214,106.4632698;10.6604455,106.4633073;10.6603781,106.4633589;10.6603217,106.4634227;10.6602784,106.4634964;10.6602546,106.4635595;10.6602405,106.4636256;10.6602371,106.4637132;10.6602507,106.4637997;10.6602807,106.4638819;10.660326,106.4639564;10.6603848,106.4640205;10.6604548,106.4640716;10.6605333,106.4641077;10.6605937,106.4641237",,yes,primary
Cầu An Lạc,106.6043812,10.7263388,106.6037579,10.7259348,"10.7263388,106.6043812;10.7259348,106.6037579",,yes,primary
Đường Kinh Dương Vương,106.6037579,10.7259348,106.602688,10.7251027,"10.7259348,106.6037579;10.7256409,106.6033048;10.7252984,106.6028945;10.7251027,106.602688",,yes,primary
Cầu An Lạc,106.6037841,10.7257907,106.6044026,10.7261936,"10.7257907,106.6037841;10.7261936,106.6044026",,yes,primary
Đường Hồng Bàng,106.6375725,10.7548531,106.6373452,10.7548489,"10.7548531,106.6375725;10.7548519,106.6374923;10.7548489,106.6373452",,yes,tertiary
way_512023880,106.7457079,10.7780548,106.7467918,10.7771157,"10.7780548,106.7457079;10.7780559,106.7456563;10.7780653,106.7456081;10.7780801,106.7455677;10.7781482,106.7454261;10.7781561,106.7453952;10.7781542,106.7453649;10.7781453,106.7453408;10.7781295,106.7453162;10.7781098,106.7452966;10.7780883,106.7452809;10.7780609,106.745268;10.7780287,106.7452577;10.7779966,106.7452539;10.777966,106.7452577;10.7779375,106.7452711;10.7779152,106.7452926;10.7778983,106.7453187;10.7773956,106.7462339;10.7771157,106.7467918",,yes,tertiary_link
